130	4	50	926	104	269
131	1	402	406	475	606
132	943	988	532	847	811
133	442	350	924	342	94
134	548	34	284	625	724
135	532	199	241	338	598
136	695	506	45	977	93
137	294	765	156	263	715
138	798	321	947	407	536
139	934	541	590	676	647
140	295	844	839	534	813
141	355	184	841	563	885
142	168	777	444	685	476
143	839	847	69	226	106
144	341	17	98	560	728
145	641	992	156	88	649
146	894	537	329	911	451
147	733	948	314	393	461
148	803	952	915	829	808
149	642	341	674	817	92
150	923	305	27	104	449
151	753	37	538	845	657
152	874	34	940	330	416
153	199	278	775	112	453
154	450	79	486	495	84
155	988	33	662	241	390
156	838	765	263	145	294
157	400	542	884	342	452
158	532	241	847	504	63
159	354	739	271	674	149
160	511	792	627	650	593
161	643	710	724	869	803
162	350	75	28	49	62
163	647	65	702	400	923
164	486	128	721	185	969
165	563	803	606	444	409
166	285	490	844	868	446
167	406	828	663	103	14
168	685	476	789	971	632
169	847	532	43	534	943
170	368	12	199	278	581
171	56	874	733	558	1
172	271	55	350	451	455
173	127	255	719	755	832
174	156	838	224	765	263
175	943	241	207	385	504
176	636	355	563	703	756
177	532	847	511	811	720
178	779	79	891	757	604
179	267	284	254	34	184
180	36	723	719	824	832
181	55	681	354	317	399
182	379	381	835	570	803
183	719	755	759	704	707
184	355	254	874	34	573
185	128	926	671	500	664
186	747	399	283	342	104
187	760	397	534	662	220
188	803	453	278	100	20
189	458	92	98	372	872
190	84	28	27	397	475
191	482	147	733	393	64
192	261	348	1	710	625
193	2	3	4	5	6
194	448	245	577	602	748
195	532	847	720	736	440
196	149	708	421	92	642
197	770	151	458	969	45
198	803	129	28	835	240
199	153	238	226	90	112
200	844	798	597	285	82
201	530	40	960	37	952
202	657	340	115	213	151
203	90	279	314	461	942
204	450	569	73	368	78
205	657	213	370	312	222
206	348	964	874	346	496
207	847	532	504	440	943
208	329	870	146	40	738
209	485	157	65	905	452
210	108	990	775	278	12
211	768	844	63	226	66
212	241	532	598	390	847
213	657	205	17	115	189
214	519	733	558	759	886
215	506	962	952	228	146
216	803	649	626	129	987
217	490	418	446	942	501
218	688	353	803	321	760
219	34	926	213	505	185
220	33	635	254	241	835
221	271	8	4	326	297
222	657	505	205	728	272
223	973	82	795	868	375
224	294	838	263	715	174
225	708	642	722	693	92
226	839	534	69	199	106
227	885	299	251	635	690
228	952	41	506	146	517
229	251	453	12	961	775
230	845	753	22	642	728
231	602	90	783	930	942
232	642	149	708	669	92
233	2	3	4	5	6
234	926	185	362	824	630
235	869	803	249	358	643
236	972	721	980	969	283
237	353	44	649	519	714
238	368	199	569	170	307
239	708	350	973	777	49
240	198	803	604	358	129
241	553	532	678	348	799
242	283	127	923	966	276
243	952	941	934	157	65
244	520	17	18	555	126
245	448	577	347	194	748
246	563	355	409	444	772
247	424	541	674	817	44
248	519	34	759	1	867
249	358	869	803	96	724
250	574	519	168	835	803
251	480	959	227	78	368
252	947	667	696	792	597
253	277	321	688	416	874
254	635	885	184	299	416
255	969	173	127	103	651
256	368	6	480	251	828
257	637	17	773	92	872
258	355	246	772	176	141
259	845	98	17	45	312
260	753	332	37	695	594
261	891	192	704	284	703
262	885	685	704	254	635
263	156	224	838	174	715
264	676	343	542	274	566
265	2	3	4	5	6
266	891	495	704	971	178
267	615	475	409	891	179
268	458	952	41	426	342
269	434	926	611	297	50
270	803	634	298	453	643
271	221	8	297	434	121
272	340	222	115	341	37
273	803	510	727	19	270
274	350	542	934	49	264
275	750	180	103	276	651
276	751	275	755	242	62
277	321	580	638	61	253
278	170	153	886	210	791
279	90	66	930	709	748
280	952	525	644	905	577
281	321	720	277	344	536
282	457	204	127	596	73
283	424	966	972	242	647
284	841	34	261	379	179
285	795	166	973	597	909
286	942	418	90	331	501
287	246	904	192	267	803
288	17	560	45	98	845
289	451	647	400	648	923
290	418	439	844	30	947
291	532	847	593	63	325
292	17	213	511	532	207
293	451	649	50	309	824
294	156	137	224	88	838
295	2	140	847	943	854
296	733	558	147	940	482
297	271	434	648	719	8
298	486	128	910	213	961
299	885	690	47	635	416
300	894	146	466	329	537
301	596	274	264	40	611
302	12	605	602	961	569
303	53	510	176	803	730
304	455	55	99	27	317
305	449	839	809	271	242
306	299	251	690	635	885
307	748	12	569	199	170
308	343	146	506	620	980
309	777	533	824	706	803
310	426	458	343	612	952
311	789	333	476	835	444
312	205	17	657	845	45
313	792	627	650	411	688
314	948	147	393	564	461
315	2	3	4	5	6
316	115	222	657	484	149
317	55	181	455	674	354
318	905	127	530	952	245
319	400	927	735	663	878
320	2	3	4	5	6
321	277	281	344	478	61
322	471	551	710	596	314
323	501	135	689	938	953
324	267	615	409	284	261
325	847	532	291	720	593
326	221	980	828	406	449
327	643	945	710	740	84
328	607	831	309	480	78
329	146	894	208	620	870
330	736	874	939	407	691
331	73	607	450	748	709
332	360	260	542	695	506
333	6	891	615	444	267
334	642	693	708	530	34
335	108	602	94	210	359
336	437	359	572	815	937
337	942	490	602	90	38
338	532	63	504	135	866
339	647	41	340	271	537
340	657	425	37	115	272
341	728	484	149	520	602
342	926	59	452	400	442
343	620	612	308	962	842
344	321	593	281	277	295
345	341	520	560	17	743
346	398	736	206	793	691
347	245	577	448	82	868
348	809	241	385	704	192
349	14	875	400	283	969
350	75	49	894	274	820
351	451	613	729	146	923
352	204	480	63	251	798
353	649	218	529	727	454
354	181	399	317	674	27
355	184	803	141	563	606
356	952	620	693	13	642
357	56	19	562	803	703
358	551	96	249	869	724
359	937	437	450	758	862
360	332	458	590	506	260
361	708	17	350	555	722
362	824	723	409	180	234
363	869	803	524	570	772
364	450	620	201	208	704
365	909	490	844	418	868
366	358	908	249	522	867
367	723	924	180	719	173
368	238	170	569	450	459
369	867	679	50	510	724
370	205	34	222	772	708
371	2	3	4	5	6
372	98	189	901	128	50
373	2	3	4	5	6
374	689	490	938	868	446
375	223	418	82	798	569
376	264	309	676	721	37
377	750	820	880	680	8
378	63	534	847	90	405
379	841	381	182	284	805
380	2	3	4	5	6
381	379	182	803	129	732
382	885	678	333	763	703
383	649	6	33	398	178
384	878	108	910	659	689
385	348	241	809	682	678
386	803	435	504	453	100
387	708	189	722	950	92
388	819	291	847	348	650
389	693	92	708	432	642
390	532	847	662	241	143
391	103	11	98	560	651
392	241	835	682	348	662
393	948	147	558	314	112
394	832	739	172	275	658
395	270	63	988	566	343
396	495	704	299	251	635
397	519	28	772	267	574
398	835	760	346	691	793
399	354	181	681	853	674
400	414	626	157	647	342
401	69	534	847	63	532
402	1	724	397	710	192
403	867	1	945	1000	710
404	63	478	532	847	798
405	844	813	90	768	199
406	663	533	433	14	875
407	874	691	416	819	688
408	952	41	612	530	506
409	267	606	824	246	563
410	597	696	792	642	961
411	597	252	589	285	627
412	2	3	4	5	6
413	242	924	923	276	663
414	400	714	283	44	626
415	909	844	584	839	82
416	874	299	635	643	254
417	451	613	146	878	820
418	942	660	490	12	569
419	391	98	11	424	103
420	772	416	392	470	198
421	149	199	844	868	942
422	844	760	238	418	835
423	779	263	757	765	715
424	283	485	647	966	884
425	340	657	845	753	969
426	458	700	310	960	360
427	847	532	943	2	839
428	803	409	184	772	355
429	835	635	416	688	760
430	254	184	803	885	262
431	53	145	718	137	224
432	969	722	189	92	98
433	533	406	14	663	309
434	830	271	611	297	820
435	803	386	20	841	592
436	452	506	517	228	446
437	359	937	336	758	862
438	199	534	226	868	839
439	795	501	696	252	290
440	207	915	504	847	659
441	495	145	649	992	519
442	342	926	133	434	739
443	924	828	651	802	966
444	606	685	573	355	476
445	450	455	359	982	596
446	490	942	868	418	783
447	548	874	940	495	891
448	245	577	347	925	748
449	839	534	809	943	226
450	204	331	569	882	368
451	613	4	146	820	70
452	59	342	721	400	665
453	803	20	567	915	153
454	934	927	717	542	696
455	55	317	304	27	181
456	2	3	4	5	6
457	620	952	612	343	506
458	700	977	426	917	189
459	368	90	64	886	238
460	696	649	295	927	792
461	147	748	78	982	108
462	470	846	176	740	182
463	748	73	437	6	359
464	504	553	241	63	483
465	926	455	27	185	450
466	4	894	300	55	329
467	681	674	8	853	817
468	156	765	495	123	885
469	739	962	842	104	14
470	841	462	803	846	634
471	322	710	210	1000	314
472	909	63	501	534	532
473	710	736	713	359	381
474	199	813	64	30	868
475	703	267	945	615	34
476	803	168	789	606	444
477	2	3	4	5	6
478	321	532	688	593	803
479	869	803	643	710	358
480	251	73	607	959	331
481	14	518	789	926	28
482	584	64	147	733	886
483	63	534	553	847	501
484	341	520	17	560	316
485	508	905	424	934	65
486	298	803	128	671	996
487	2	3	4	5	6
488	2	3	4	5	6
489	798	909	418	30	660
490	868	942	446	337	166
491	180	824	62	276	723
492	2	3	4	5	6
493	50	803	572	128	969
494	79	674	317	681	354
495	704	396	548	971	891
496	398	206	835	33	662
497	597	970	365	534	772
498	736	939	251	359	937
499	199	226	915	474	844
500	803	185	28	663	309
501	909	813	844	418	942
502	696	87	941	815	837
503	36	297	304	813	845
504	105	532	207	803	100
505	222	657	763	340	341
506	952	41	517	228	870
507	27	180	455	518	824
508	485	934	65	454	541
509	676	341	115	934	92
510	303	772	168	176	713
511	532	847	593	63	627
512	490	868	844	973	584
513	803	638	869	643	129
514	147	314	393	78	948
515	805	574	688	429	970
516	536	650	321	803	277
517	952	506	228	41	861
518	14	828	521	406	533
519	248	763	914	759	804
520	17	341	484	244	728
521	755	127	189	518	92
522	803	740	867	129	643
523	181	940	354	55	939
524	363	869	803	267	324
525	952	910	506	620	829
526	927	934	102	178	19
527	274	75	66	146	200
528	342	989	926	541	223
529	803	353	342	218	536
530	952	960	40	201	620
531	803	638	309	777	28
532	847	63	511	241	593
533	406	433	875	309	663
534	63	226	106	449	847
535	832	104	924	739	658
536	321	710	281	803	516
537	620	146	894	228	525
538	753	845	37	151	856
539	969	721	406	433	663
540	973	813	844	942	501
541	934	454	508	87	222
542	676	332	454	260	274
543	813	595	768	584	602
544	657	342	707	87	50
545	127	189	425	845	283
546	885	368	278	238	241
547	222	425	657	518	50
548	685	495	704	891	348
549	2	3	4	5	6
550	350	620	803	398	504
551	358	84	322	596	96
552	368	124	613	4	417
553	241	799	504	105	100
554	490	337	276	446	400
555	17	560	18	773	341
556	765	55	181	751	66
557	961	40	149	115	205
558	733	393	564	56	147
559	520	555	341	778	693
560	17	901	98	126	726
561	952	146	506	796	654
562	803	691	129	904	359
563	165	355	606	246	176
564	558	733	314	393	948
565	149	642	178	317	831
566	962	264	676	215	46
567	199	453	368	90	170
568	845	538	726	872	594
569	204	450	368	238	170
570	803	182	129	123	363
571	803	355	128	562	486
572	128	185	359	336	664
573	444	355	184	731	803
574	835	789	39	772	250
575	607	831	787	718	480
576	82	584	223	925	347
577	245	448	347	194	280
578	121	651	242	923	103
579	444	34	582	926	123
580	277	321	967	61	59
581	170	12	982	450	602
582	34	662	874	254	772
583	839	847	844	532	226
584	482	844	82	748	813
585	59	815	798	720	532
586	241	317	532	678	55
587	147	733	765	482	641
588	522	713	192	397	1
589	534	597	847	107	63
590	360	934	485	508	87
591	453	908	803	96	322
592	803	862	435	664	841
593	532	511	943	344	43
594	45	845	753	856	538
595	602	543	677	728	673
596	766	671	551	301	581
597	973	285	667	795	411
598	241	532	662	43	135
599	350	274	870	75	283
600	532	241	63	847	943
601	803	355	353	129	649
602	910	595	341	961	12
603	691	772	562	736	836
604	178	823	757	730	563
605	569	910	609	446	525
606	444	563	355	476	409
607	331	633	73	480	959
608	541	620	342	832	157
609	844	815	909	813	418
610	271	817	79	343	350
611	434	99	830	613	269
612	952	620	343	506	41
613	451	820	51	260	878
614	210	314	471	322	948
615	703	891	267	940	629
616	551	747	56	79	676
617	47	658	690	299	34
618	2	3	4	5	6
619	501	942	418	178	254
620	343	952	457	612	537
621	663	797	750	803	658
622	952	693	525	642	337
623	304	27	34	184	297
624	2	3	4	5	6
625	867	284	192	176	1
626	400	987	44	927	414
627	532	511	650	241	593
628	434	297	8	151	340
629	615	267	703	176	803
630	185	824	234	671	180
631	498	736	933	20	59
632	789	803	168	476	837
633	607	73	331	108	204
634	803	841	100	20	470
635	690	299	254	47	885
636	176	284	409	841	803
637	905	952	257	458	189
638	803	277	869	321	513
639	425	657	845	340	205
640	12	982	551	108	322
641	88	145	992	294	156
642	708	149	92	728	34
643	803	869	416	874	816
644	952	506	41	654	146
645	17	340	22	657	845
646	424	283	50	966	104
647	400	923	702	424	283
648	99	297	434	719	317
649	803	145	772	353	60
650	241	792	627	947	532
651	103	121	924	275	578
652	753	538	594	22	845
653	1	147	934	747	927
654	676	41	952	506	343
655	341	17	520	484	149
656	688	429	416	593	803
657	340	213	222	205	115
658	832	739	924	104	750
659	449	504	534	105	943
660	418	942	30	868	844
661	597	795	808	223	973
662	835	635	241	582	598
663	406	924	533	342	167
664	803	926	185	572	84
665	17	452	872	806	753
666	129	348	809	830	50
667	597	696	252	792	31
668	359	562	330	736	937
669	448	204	748	245	709
670	181	55	354	226	27
671	185	926	596	663	924
672	2	3	4	5	6
673	17	560	222	519	341
674	853	681	817	8	317
675	204	960	458	426	700
676	542	264	654	934	695
677	458	569	595	204	882
678	763	241	519	809	382
679	867	740	803	50	1
680	721	969	255	340	707
681	853	181	674	817	399
682	635	241	385	392	348
683	17	312	520	560	149
684	137	178	168	765	789
685	548	168	444	262	495
686	803	688	690	635	682
687	385	682	241	348	809
688	218	656	803	805	593
689	374	938	446	915	365
690	635	299	47	254	763
691	398	736	758	603	562
692	149	92	181	222	304
693	902	341	622	928	92
694	2	3	4	5	6
695	136	260	676	506	332
696	927	947	792	717	667
697	2	3	4	5	6
698	874	359	736	939	398
699	869	803	363	643	129
700	458	426	977	189	151
701	952	693	620	525	708
702	647	923	400	451	289
703	615	475	123	771	756
704	891	495	885	348	299
705	129	803	104	969	425
706	803	309	28	777	789
707	923	44	721	183	544
708	642	92	34	149	225
709	73	910	331	108	748
710	776	724	1000	99	1
711	830	50	434	577	170
712	952	620	329	537	612
713	50	803	740	510	867
714	317	414	99	875	648
715	224	156	641	263	145
716	2	3	4	5	6
717	454	696	934	927	452
718	831	53	431	787	937
719	183	180	36	937	723
720	281	532	177	325	847
721	680	236	812	539	870
722	92	189	708	950	40
723	180	824	719	362	924
724	710	1	869	1000	776
725	2	3	4	5	6
726	560	753	856	845	538
727	803	353	691	398	908
728	341	642	759	222	519
729	98	845	850	45	127
730	803	971	178	604	303
731	803	184	573	885	476
732	841	740	381	803	634
733	147	558	564	482	214
734	2	3	4	5	6
735	400	342	927	934	590
736	937	330	455	691	359
737	359	736	106	222	341
738	961	969	189	213	329
739	658	832	271	159	172
740	803	867	869	522	129
741	2	3	4	5	6
742	803	129	706	740	867
743	341	17	45	845	458
744	803	121	663	777	969
745	996	301	750	797	930
746	50	104	830	234	797
747	342	926	59	710	84
748	64	78	331	461	886
749	50	663	213	719	924
750	832	103	36	275	180
751	719	276	180	275	242
752	2	3	4	5	6
753	22	538	845	856	37
754	532	593	847	511	241
755	183	127	719	521	276
756	703	176	28	34	500
757	779	178	604	423	79
758	450	455	359	691	736
759	519	728	248	804	183
760	835	803	398	915	218
761	708	722	642	92	530
762	149	341	708	728	642
763	519	678	505	885	914
764	947	667	252	454	427
765	156	838	137	79	174
766	596	979	870	506	663
767	706	28	789	129	803
768	844	868	813	38	543
769	2	3	4	5	6
770	197	151	458	45	969
771	519	703	56	763	34
772	649	789	803	574	519
773	17	45	901	555	98
774	92	372	708	189	551
775	153	210	453	199	278
776	710	724	192	869	1
777	309	706	39	803	533
778	50	92	189	98	34
779	178	79	757	765	423
780	909	446	942	63	612
781	406	926	663	342	533
782	657	340	222	505	272
783	942	90	490	909	279
784	92	981	708	722	842
785	92	924	370	533	663
786	847	943	534	887	63
787	831	331	480	607	251
788	542	332	915	98	201
789	476	168	39	574	311
790	17	560	520	189	312
791	278	170	453	634	214
792	696	947	650	667	252
793	398	470	956	346	914
794	17	560	341	845	901
795	973	909	285	953	597
796	910	952	561	298	12
797	517	969	506	952	803
798	909	138	30	609	285
799	241	885	553	227	382
800	2	3	4	5	6
801	532	63	690	847	553
802	870	98	189	329	372
803	129	969	760	643	740
804	519	759	33	649	728
805	945	803	688	379	970
806	680	665	452	721	969
807	99	719	149	183	304
808	525	517	506	861	661
809	348	241	385	449	678
810	845	341	45	34	568
811	847	532	943	511	177
812	721	151	541	213	870
813	844	543	405	768	501
814	50	205	924	213	706
815	609	82	947	59	336
816	643	803	869	330	270
817	681	674	8	853	354
818	2	3	4	5	6
819	348	688	407	33	682
820	451	4	875	434	406
821	17	560	341	520	205
822	937	99	121	224	406
823	606	604	803	444	129
824	362	180	723	309	491
825	50	713	342	719	664
826	645	147	202	314	461
827	40	201	213	657	189
828	14	103	406	924	167
829	525	910	952	69	803
830	434	50	62	920	75
831	718	787	53	328	575
832	750	658	36	180	739
833	924	926	671	442	909
834	663	908	562	133	137
835	760	398	574	182	803
836	397	281	33	28	772
837	803	632	663	908	28
838	156	88	224	765	263
839	226	844	449	69	143
840	625	874	165	34	809
841	284	379	634	20	100
842	620	40	343	612	952
843	847	241	63	504	238
844	813	768	868	839	584
845	45	538	753	856	568
846	803	470	453	20	462
847	532	63	427	887	169
848	909	868	839	795	844
849	532	241	153	799	63
850	910	959	108	78	279
851	90	709	959	748	108
852	63	241	847	532	609
853	674	681	399	817	181
854	847	295	792	532	593
855	831	458	718	145	992
856	845	753	22	538	726
857	455	99	828	933	362
858	2	3	4	5	6
859	99	455	948	39	317
860	137	476	835	948	28
861	952	506	525	41	517
862	359	592	937	634	437
863	34	495	708	505	642
864	98	372	11	728	901
865	803	797	517	760	952
866	532	63	847	534	338
867	1	679	740	625	724
868	844	490	953	106	909
869	803	643	363	740	724
870	506	329	980	721	802
871	926	663	185	50	406
872	845	45	17	98	753
873	844	271	839	242	221
874	416	643	330	184	407
875	533	406	820	14	714
876	172	400	27	304	140
877	2	3	4	5	6
878	926	84	99	27	613
879	79	271	817	354	681
880	451	613	923	260	269
881	960	340	426	341	743
882	450	204	124	60	569
883	149	421	196	431	451
884	424	157	342	721	485
885	299	254	635	123	262
886	748	64	482	519	733
887	847	63	532	534	786
888	643	869	874	123	278
889	642	149	708	92	341
890	34	128	50	671	778
891	615	704	940	261	6
892	2	3	4	5	6
893	180	451	322	449	809
894	146	537	300	329	350
895	283	297	434	271	269
896	886	78	846	251	90
897	817	615	149	674	923
898	723	99	832	172	180
899	348	385	56	867	809
900	45	845	17	136	98
901	17	560	98	372	773
902	952	693	620	92	525
903	490	418	446	868	689
904	287	562	803	486	510
905	485	637	65	41	952
906	803	128	261	284	381
907	222	759	425	657	205
908	96	663	84	358	837
909	795	38	106	868	501
910	525	602	108	709	796
911	146	894	329	537	228
912	92	659	812	28	342
913	127	543	905	449	813
914	519	956	763	532	495
915	803	453	760	199	440
916	2	3	4	5	6
917	458	977	602	189	426
918	277	180	321	330	416
919	451	642	613	708	340
920	830	75	329	969	146
921	451	4	613	820	611
922	2	3	4	5	6
923	707	647	283	242	702
924	104	658	663	832	719
925	448	82	584	748	245
926	878	342	185	671	84
927	934	696	454	400	87
928	952	693	525	620	517
929	121	875	414	400	349
930	90	279	910	783	748
931	940	867	874	548	123
932	940	451	715	934	156
933	99	455	317	55	891
934	454	927	508	46	87
935	108	910	453	12	298
936	795	909	106	460	927
937	99	359	719	736	437
938	689	813	844	868	374
939	940	330	736	498	210
940	615	891	4	939	348
941	795	696	110	934	65
942	490	783	418	337	90
943	532	847	63	449	295
944	961	341	728	642	659
945	475	805	703	176	803
946	398	965	281	519	321
947	696	792	252	650	815
948	314	147	393	558	56
949	803	570	777	409	756
950	189	73	458	845	722
951	17	520	341	18	560
952	41	525	506	612	620
953	868	795	106	909	844
954	926	149	421	663	27
955	55	79	455	4	99
956	519	914	505	759	763
957	508	844	82	454	157
958	185	797	845	128	129
959	108	90	204	251	607
960	530	952	426	201	675
961	34	944	128	557	602
962	620	952	343	215	506
963	314	242	948	64	923
964	874	416	206	407	429
965	593	321	532	478	839
966	127	283	424	242	924
967	803	580	522	536	277
968	658	926	671	924	663
969	803	255	539	425	236
970	805	453	321	370	404
971	495	891	168	6	730
972	283	236	721	680	651
973	795	223	597	285	909
974	714	941	58	309	65
975	399	875	354	359	533
976	227	21	65	424	522
977	458	45	136	189	426
978	803	598	643	50	241
979	989	830	766	663	434
980	236	870	506	49	308
981	530	340	960	201	426
982	12	461	359	581	108
983	2	3	4	5	6
984	56	112	115	189	214
985	348	635	548	841	100
986	2	3	4	5	6
987	626	400	649	803	359
988	532	847	943	63	155
989	979	926	406	803	592
990	90	199	108	210	278
991	189	458	952	596	236
992	145	641	88	294	224
993	355	803	664	185	592
994	778	104	176	210	953
995	926	704	99	434	832
996	486	298	657	189	544
997	839	69	427	532	106
998	845	568	34	458	68
999	17	560	657	532	664
1000	710	724	1	61	471
